Game Name,Genre,Gender Preference,Rating,Release Year,Size,Platform
Cube Escape: Paradox,Thinking/Logical,Male,4.0,2018,2886MB,"PC, iOS, Android, macOS"
Sam & Max: Episode 203 - Night of the Raving Dead,Thinking/Logical,Both,3.0,2008,1872MB,"PC, iOS, macOS"
Sam & Max: Episode 202 - Moai Better Blues,Thinking/Logical,Male,3.0,2008,83GB,"PC, iOS, macOS"
1954 Alcatraz,Thinking/Logical,Male,2.9,2014,4590MB,"PC, iOS, macOS"
Hexcells,Thinking/Logical,Female,4.0,2014,81GB,"PC, iOS, macOS, Linux"
Whispers of a Machine,Thinking/Logical,Male,3.7,2019,2556MB,"PC, iOS, macOS"
Florence,Thinking/Logical,Female,4.1,2018,35GB,"PC, Nintendo Switch, iOS, Android, macOS"
Zen Bound 2,Thinking/Logical,Female,3.3,2010,25GB,"PC, Nintendo Switch, iOS, Android, macOS, Linux"
Agent Awesome,Thinking/Logical,Female,1.8,2015,122GB,"PC, iOS, macOS"
"Please, Don’t Touch Anything",Thinking/Logical,Male,3.8,2015,6GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
Dropsy,Thinking/Logical,Male,3.5,2015,109GB,"PC, iOS, Android, macOS, Linux"
The Room Three,Thinking/Logical,Male,4.3,2015,66GB,"PC, iOS, Android"
shapez.io,Thinking/Logical,Female,3.8,2020,49GB,"PC, Linux"
Monument Valley,Thinking/Logical,Male,4.4,2014,4023MB,"PC, iOS, Android"
Eufloria,Thinking/Logical,Male,3.4,2009,16GB,"PC, iOS, PlayStation 3"
A Case of Distrust,Thinking/Logical,Male,3.1,2018,10GB,"PC, Nintendo Switch, iOS, macOS"
Catherine: Full Body,Thinking/Logical,Both,4.1,2019,4666MB,"PlayStation 4, Nintendo Switch, PS Vita"
Splice,Thinking/Logical,Male,3.2,2012,6234MB,"PC, PlayStation 4, Android, macOS, Linux, PlayStation 3"
Oddworld: Munch's Oddysee (1997),Thinking/Logical,Both,3.5,2001,68GB,"PC, Xbox One, Xbox Series S/X, Xbox, PlayStation"
Pinstripe,Thinking/Logical,Both,3.3,2017,47GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux"
Might and Magic Clash of Heroes,Thinking/Logical,Both,3.9,2009,5650MB,"PC, iOS, Android, Nintendo DS, Xbox 360, PlayStation 3"
Distraint: Deluxe Edition,Thinking/Logical,Both,3.2,2015,149GB,"PC, PlayStation 4, Nintendo Switch, iOS, Android, PS Vita"
Reventure,Thinking/Logical,Both,3.9,2019,3459MB,"PC, Nintendo Switch, iOS"
Escape Plan,Thinking/Logical,Both,2.9,2013,33GB,"PlayStation 4, PS Vita"
MO:Astray,Thinking/Logical,Female,3.8,2020,81GB,"PC, Nintendo Switch, iOS"
Cave Story's Secret Santa,Thinking/Logical,Male,2.6,2021,5317MB,PC
while True: learn(),Thinking/Logical,Female,3.7,2018,1520MB,"PC, PlayStation 4, Nintendo Switch, iOS, macOS, Linux"
Mechanic Escape,Thinking/Logical,Male,2.2,2014,28GB,"PC, iOS, Android, macOS"
Peggle,Thinking/Logical,Both,3.9,2007,104GB,"PC, Xbox 360, PlayStation 3"
Frozen Free Fall: Snowball Fight,Thinking/Logical,Both,2.1,2015,88GB,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
She Remembered Caterpillars,Thinking/Logical,Both,3.2,2017,7645MB,"PC, Nintendo Switch, macOS"
Close To The Sun,Thinking/Logical,Male,3.5,2019,7118MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Toonstruck,Thinking/Logical,Female,3.1,1996,7390MB,"PC, macOS, Linux"
The Journey Down: Chapter Three,Thinking/Logical,Female,2.7,2017,7833MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux"
Evan's Remains,Thinking/Logical,Male,3.5,2020,6677MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS"
Event[0],Thinking/Logical,Male,3.6,2016,52GB,"PC, macOS"
Missing Translation,Thinking/Logical,Male,3.0,2015,5632MB,"PC, Android, macOS"
Tetris Effect,Thinking/Logical,Male,4.4,2018,113GB,"PC, PlayStation 4"
Samsara Room,Thinking/Logical,Female,4.0,2020,53GB,"PC, iOS, Android, macOS"
Mushroom 11,Thinking/Logical,Both,3.2,2015,1354MB,"PC, iOS, Android, macOS, Linux"
Millie,Thinking/Logical,Both,2.1,2014,71GB,"PC, Nintendo Switch, iOS, Android, macOS, Linux"
Gomo,Thinking/Logical,Both,2.8,2013,129GB,"PC, iOS, macOS"
Path of Giants,Thinking/Logical,Male,3.2,2019,2325MB,"PC, Nintendo Switch, iOS, Android, macOS"
Q.U.B.E.,Thinking/Logical,Both,3.5,2011,7GB,PC
The Legend of Zelda: Ocarina of Time 3D,Thinking/Logical,Male,4.5,2011,94GB,Nintendo 3DS
Ittle Dew,Thinking/Logical,Both,3.4,2013,66GB,"PC, Nintendo Switch, iOS, Android, macOS, Linux, Wii U"
Dreaming Sarah,Thinking/Logical,Male,3.2,2014,63GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Android, macOS, Linux"
Dead Synchronicity: Tomorrow Comes Today,Thinking/Logical,Both,3.2,2015,3377MB,"PC, PlayStation 4, Nintendo Switch, iOS, macOS, Linux"
flOw,Thinking/Logical,Female,3.6,2006,5425MB,"PC, PlayStation 4, PlayStation 3, PS Vita, PSP"
PUSS!,Thinking/Logical,Female,3.6,2018,5287MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS"
Zuma's Revenge!,Thinking/Logical,Both,3.8,2009,1824MB,"PC, iOS, Nintendo DS, macOS, Xbox 360, PlayStation 3"
Frankenstein: Master of Death,Thinking/Logical,Both,2.5,2015,1724MB,"PC, iOS, macOS, Linux"
Munin,Thinking/Logical,Both,2.6,2014,90GB,"PC, iOS, macOS, Linux"
Randal's Monday,Thinking/Logical,Male,3.5,2014,96GB,"PC, PlayStation 4, iOS, macOS"
Battle vs Chess,Thinking/Logical,Male,3.1,2011,18GB,"PC, Nintendo DS, macOS, Linux, Xbox 360, PlayStation 3, PSP, Wii"
Rusty Lake Paradise,Thinking/Logical,Female,3.9,2018,5156MB,"PC, iOS, Android, macOS"
Another World,Thinking/Logical,Female,4.2,1991,103GB,"PC, Nintendo Switch, iOS, Android, SNES, Classic Macintosh, Apple II, Commodore / Amiga, Atari ST, Genesis, 3DO, Jaguar"
The Last Door - Collector's Edition,Thinking/Logical,Female,3.8,2014,132GB,"PC, iOS, Android, macOS, Linux"
Decay: The Mare,Thinking/Logical,Male,2.6,2015,1638MB,"PC, Xbox One, iOS, macOS, Linux"
Marvel Puzzle Quest,Thinking/Logical,Both,3.0,2013,99GB,"PC, iOS, Android, Xbox 360"
Leisure Suit Larry: Love for Sail!,Thinking/Logical,Both,4.2,1996,105GB,"PC, macOS"
MOLEK-SYNTEZ,Thinking/Logical,Both,3.8,2019,4186MB,"PC, macOS, Linux"
MouseCraft,Thinking/Logical,Female,2.3,2014,136GB,"PC, PlayStation 4, Nintendo Switch, macOS, Linux, PlayStation 3, PS Vita"
Intergalactic Bubbles,Thinking/Logical,Female,1.7,2015,16GB,"PC, macOS, Linux"
TOHU,Thinking/Logical,Female,3.5,2021,8GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS"
GNOG,Thinking/Logical,Both,3.7,2017,6868MB,"PC, PlayStation 4, iOS, macOS"
Spy Chameleon - RGB Agent,Thinking/Logical,Female,2.6,2014,10GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, PS Vita, Wii U"
Aperture Tag: The Paint Gun Testing Initiative,Thinking/Logical,Male,3.8,2014,4021MB,PC
Sigils of Elohim,Thinking/Logical,Male,3.3,2014,6378MB,"PC, iOS, Android, macOS, Linux"
A Boy and His Blob,Thinking/Logical,Female,3.0,2009,6403MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, Nintendo 3DS, Nintendo DS, macOS, Linux, PlayStation 3, PS Vita, Wii"
Incredipede,Thinking/Logical,Both,2.5,2012,138GB,"PC, iOS, Android, macOS, Linux"
Hook,Thinking/Logical,Male,3.6,2015,5319MB,"PC, Nintendo Switch, iOS, Android, macOS, Linux, Web"
The Journey Down: Chapter Two,Thinking/Logical,Both,3.3,2014,35GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux"
Planet of Lana,Thinking/Logical,Female,4.0,2023,6531MB,"PC, Xbox One, Xbox Series S/X, Nintendo Switch"
Deleveled,Thinking/Logical,Male,0.0,2019,86GB,"PC, Xbox One, PlayStation 4, Web"
There Is No Game: Wrong Dimension,Thinking/Logical,Male,4.3,2020,17GB,"PC, Nintendo Switch, iOS, Android, macOS"
The Mooseman,Thinking/Logical,Female,3.6,2017,84GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS"
Skully,Thinking/Logical,Female,2.2,2020,119GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Leisure Suit Larry 6 - Shape Up Or Slip Out,Thinking/Logical,Both,3.8,1993,114GB,"PC, macOS"
Portal: Still Alive,Thinking/Logical,Female,4.4,2008,49GB,"PC, Xbox One, Xbox 360"
"Sam & Max: Episode 205 - What's New, Beelzebub?",Thinking/Logical,Male,3.3,2008,111GB,"PC, iOS, macOS"
Distraint 2,Thinking/Logical,Female,3.8,2018,23GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android"
Zuma,Thinking/Logical,Female,3.9,2003,5749MB,"PC, Xbox 360, PlayStation 3"
Möbius Front '83,Thinking/Logical,Male,0.0,2020,2836MB,"PC, macOS, Linux"
Hello Neighbor Hide and Seek,Thinking/Logical,Male,2.4,2018,3160MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS"
Doodle God,Thinking/Logical,Female,3.1,2010,1232MB,"PC, PlayStation 4, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, Web"
Little Big Adventure 2,Thinking/Logical,Female,3.9,1997,2898MB,"PC, macOS"
Puddle,Thinking/Logical,Male,2.8,2012,62GB,"PC, PlayStation 4, macOS, Linux, Xbox 360, PlayStation 3, PS Vita, Wii U"
Nightmares from the Deep: The Cursed Heart,Thinking/Logical,Both,3.5,2012,116GB,"PC, Xbox One, PlayStation 4, Android, macOS, Linux"
Lumo,Thinking/Logical,Both,2.6,2016,875MB,"PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, PS Vita"
Bulb Boy,Thinking/Logical,Female,3.4,2015,27GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS"
Pneuma: Breath of Life,Thinking/Logical,Both,3.0,2015,45GB,"PC, Xbox One, PlayStation 4"
Chronology,Thinking/Logical,Female,3.4,2014,123GB,PC
Cut the Rope,Thinking/Logical,Both,3.8,2010,33GB,"PC, iOS, Android, Nintendo 3DS, Nintendo DS, Nintendo DSi"
The Way,Thinking/Logical,Both,3.4,2016,2595MB,"PC, Xbox One, Nintendo Switch, macOS, Linux"
Puzzle Quest: Challenge of the Warlords,Thinking/Logical,Female,4.0,2007,55GB,"PC, PlayStation 4, Nintendo Switch, iOS, Nintendo DS, macOS, Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii"
Riven: The Sequel to Myst,Thinking/Logical,Both,4.1,1997,131GB,"PC, iOS, Android, macOS, PlayStation, Classic Macintosh, SEGA Saturn"
I Expect You To Die,Thinking/Logical,Both,4.1,2016,74GB,"PC, PlayStation 4"
Zup!,Thinking/Logical,Female,2.4,2016,7783MB,PC
Hexologic,Thinking/Logical,Both,3.4,2018,4590MB,"PC, Xbox One, Nintendo Switch, iOS, Android, Linux"
Super Bomberman R Online,Thinking/Logical,Female,3.0,2020,2262MB,"PC, Xbox One, PlayStation 4"
Gravity Badgers,Thinking/Logical,Female,1.8,2013,4312MB,"PC, macOS, Linux, PS Vita, Wii U"
Roundabout,Thinking/Logical,Both,3.0,2014,5184MB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Subsurface Circular,Thinking/Logical,Both,3.6,2017,4074MB,"PC, Nintendo Switch, iOS, macOS"
Finding Teddy,Thinking/Logical,Both,2.9,2013,118GB,"PC, iOS, Android, macOS, Linux"
KAMI,Thinking/Logical,Both,3.6,2013,143GB,"PC, iOS, Android, Nintendo 3DS, macOS"
The Room 4: Old Sins,Thinking/Logical,Both,4.4,2018,6532MB,"PC, iOS, Android"
Sherlock Holmes: Chapter One,Thinking/Logical,Male,3.6,2021,844MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Cocoon,Thinking/Logical,Both,4.4,2023,4221MB,"PC, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
When Ski Lifts Go Wrong,Thinking/Logical,Both,2.8,2019,58GB,"PC, Nintendo Switch, macOS, Linux"
Dungeon Hearts,Thinking/Logical,Female,2.6,2013,5456MB,"PC, iOS, macOS, Linux"
Tetris (1984),Thinking/Logical,Female,4.4,1984,4386MB,"Game Boy, SNES, NES, Commodore / Amiga, Atari 2600, Atari ST, Genesis"
Grim Legends: The Forsaken Bride,Thinking/Logical,Both,3.6,2014,2945MB,"PC, PlayStation 4, Xbox One, iOS, Android, macOS, Linux"
Metrico+,Thinking/Logical,Male,2.3,2016,2598MB,"PC, Xbox One, PlayStation 4, macOS, Linux"
The 7th Guest,Thinking/Logical,Female,3.4,1993,4184MB,"PC, iOS, macOS, Linux"
Return to Monkey Island,Thinking/Logical,Female,4.1,2022,6GB,"PC, PlayStation 5, Xbox Series S/X, Nintendo Switch, iOS, Android, macOS, Linux"
Sky: Children of the Light,Thinking/Logical,Male,4.0,2019,6635MB,"PC, PlayStation 4, Nintendo Switch, iOS, Android"
Sparkle 2,Thinking/Logical,Both,3.0,2013,94GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, PlayStation 3, PS Vita"
Circuits,Thinking/Logical,Female,3.1,2014,6369MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Biped,Thinking/Logical,Both,4.0,2020,6868MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Creaks,Thinking/Logical,Female,3.9,2020,56GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
Concrete Jungle,Thinking/Logical,Female,3.4,2015,4288MB,"PC, iOS, Android, macOS"
Ichi,Thinking/Logical,Male,2.9,2012,7070MB,"PC, iOS, macOS, Linux"
Pawnbarian,Thinking/Logical,Both,2.9,2019,56GB,"PC, iOS, Web"
Adventures of Sherlock Holmes: The Mystery of the Persian Carpet,Thinking/Logical,Male,2.9,2008,3356MB,PC
Windosill,Thinking/Logical,Male,3.7,2009,4670MB,"PC, iOS, macOS"
King Oddball,Thinking/Logical,Both,2.6,2012,42GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita"
BLACKHOLE,Thinking/Logical,Both,2.3,2015,16GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Girls Like Robots,Thinking/Logical,Both,2.4,2012,2209MB,"PC, iOS, macOS, Linux, Wii U"
Maquette,Thinking/Logical,Female,3.2,2021,3701MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Machinika Museum,Thinking/Logical,Female,3.1,2021,6578MB,"PC, iOS"
7 Billion Humans,Thinking/Logical,Male,4.0,2018,131GB,"PC, Nintendo Switch, iOS, macOS, Linux, PS Vita"
Energy Balance,Thinking/Logical,Male,1.6,2015,125GB,"PC, PlayStation 4, Nintendo Switch, macOS, Linux"
Unmechanical,Thinking/Logical,Male,3.8,2012,6075MB,"PC, iOS, Android, macOS, Linux"
LEGO Builder’s Journey,Thinking/Logical,Female,3.8,2019,2442MB,"PC, Nintendo Switch, iOS, macOS"
Lume,Thinking/Logical,Male,3.0,2011,113GB,"PC, iOS, macOS"
Cat on a Diet,Thinking/Logical,Male,2.4,2013,29GB,"PC, iOS"
Impostor Factory,Thinking/Logical,Female,4.4,2021,12GB,"PC, macOS, Linux"
Escape Academy,Thinking/Logical,Male,4.0,2022,4409MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Candle: The Power of the Flame,Thinking/Logical,Female,3.5,2016,130GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Lilly Looking Through,Thinking/Logical,Both,3.2,2013,113GB,"PC, macOS"
Color Symphony,Thinking/Logical,Female,2.7,2014,81GB,"PC, iOS"
The Neverhood,Thinking/Logical,Male,4.4,1996,84GB,"PC, PlayStation"
We Were Here Forever,Thinking/Logical,Female,4.3,2022,86GB,"PC, Xbox One, PlayStation 4"
Sally Face,Thinking/Logical,Male,4.3,2016,96GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux"
Ethan: Meteor Hunter,Thinking/Logical,Female,2.6,2013,142GB,"PC, Xbox One, Nintendo Switch, PlayStation 3, PS Vita"
Bridge Constructor Medieval,Thinking/Logical,Female,3.5,2014,7877MB,"PC, iOS, Android, macOS, Linux"
Behind the Frame: The Finest Scenery,Thinking/Logical,Both,3.9,2021,76GB,"PC, iOS, Android, macOS"
Bad Hotel,Thinking/Logical,Male,1.6,2012,150GB,"PC, iOS, Android, macOS, Linux"
Tetris 99,Thinking/Logical,Both,4.3,2019,22GB,Nintendo Switch
The Legend of Zelda: Phantom Hourglass,Thinking/Logical,Both,4.0,2007,1860MB,"Nintendo DS, Wii U"
Zup! 2,Thinking/Logical,Female,2.4,2016,137GB,PC
A Normal Lost Phone,Thinking/Logical,Male,3.6,2017,64GB,"PC, Nintendo Switch, iOS, Android, macOS, Linux"
Doc Clock: The Toasted Sandwich of Time,Thinking/Logical,Male,2.8,2010,5082MB,"PC, macOS, PlayStation 3, Wii"
Uurnog Uurnlimited,Thinking/Logical,Female,1.5,2017,24GB,"PC, Nintendo Switch, macOS"
Super Motherload,Thinking/Logical,Female,3.3,2013,4042MB,"PC, PlayStation 4, PlayStation 3"
Spirit of the North,Thinking/Logical,Both,3.1,2019,6403MB,"PC, PlayStation 5, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Card City Nights,Thinking/Logical,Female,2.9,2014,7367MB,"PC, iOS, Android, macOS, Linux"
Schein,Thinking/Logical,Male,2.0,2014,2286MB,PC
Zup! 3,Thinking/Logical,Male,2.4,2017,77GB,PC
realMyst: Masterpiece Edition,Thinking/Logical,Male,3.9,2014,9GB,"PC, Nintendo Switch, macOS"
Clockwork Tales: Of Glass and Ink,Thinking/Logical,Male,3.3,2014,98GB,"PC, Xbox One, PlayStation 4, iOS, macOS, Linux"
Enigmatis 2: The Mists of Ravenwood,Thinking/Logical,Both,3.4,2013,28GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
The Escapists: The Walking Dead,Thinking/Logical,Male,2.8,2015,4535MB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Monument Valley 2,Thinking/Logical,Female,4.4,2017,3012MB,"PC, iOS, Android"
Myst,Thinking/Logical,Male,3.9,1993,3805MB,"PC, iOS, Nintendo 3DS, Nintendo DS, PlayStation, PSP, Classic Macintosh, Commodore / Amiga, SEGA Saturn, SEGA CD, 3DO, Jaguar"
Zuma Deluxe,Thinking/Logical,Male,3.9,2004,3844MB,"PC, macOS, Xbox 360, PlayStation 3"
Puzzle Dimension,Thinking/Logical,Both,3.6,2010,7738MB,"PC, macOS, PlayStation 3"
Webbed,Thinking/Logical,Male,4.2,2021,20GB,"PC, Nintendo Switch"
Ultimate Tic-Tac-Toe,Thinking/Logical,Female,2.5,2015,129GB,PC
The White Door,Thinking/Logical,Both,3.8,2020,146GB,"PC, iOS, Android, macOS"
Lumines Remastered,Thinking/Logical,Both,4.0,2018,3381MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
American McGee's Alice,Thinking/Logical,Female,4.4,2000,29GB,"PC, Xbox 360, PlayStation 3, Classic Macintosh"
Unheard,Thinking/Logical,Female,3.9,2019,932MB,"PC, iOS"
Enigmatis: The Ghosts of Maple Creek,Thinking/Logical,Male,3.7,2011,648MB,"PC, PlayStation 4, Xbox One, iOS, Android, macOS, Linux"
So Many Me,Thinking/Logical,Both,2.8,2014,112GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Bridge Constructor Playground,Thinking/Logical,Female,3.5,2012,5625MB,"PC, iOS, Android, macOS, Linux, Wii U"
Letter Quest: Remastered,Thinking/Logical,Male,2.8,2016,4076MB,"PlayStation 4, Nintendo Switch, PS Vita, Wii U"
Plug & Play,Thinking/Logical,Female,3.7,2015,6GB,"PC, iOS, Android, macOS, Linux"
Face It - A game to fight inner demons,Thinking/Logical,Male,1.7,2015,34GB,"PC, macOS, Linux"
Armikrog,Thinking/Logical,Both,3.1,2015,23GB,"PC, Xbox One, PlayStation 4, macOS, Linux, Wii U"
klocki,Thinking/Logical,Female,3.5,2016,85GB,"PC, iOS, Android, macOS, Linux"
Return to Mysterious Island,Thinking/Logical,Male,3.9,2004,2340MB,"PC, macOS"
Portal: Revolution,Thinking/Logical,Male,4.2,2024,145GB,PC
Captain Toad: Treasure Tracker,Thinking/Logical,Female,4.1,2014,4464MB,"Nintendo Switch, Nintendo 3DS, Wii U"
Grim Legends 2: Song of the Dark Swan,Thinking/Logical,Both,3.3,2014,141GB,"PC, PlayStation 4, Xbox One, iOS, Android, macOS, Linux"
Cube Escape Collection,Thinking/Logical,Female,4.3,2020,6342MB,"PC, iOS, Android, macOS"
Rexaura,Thinking/Logical,Female,3.4,2012,1938MB,PC
Nightmares from the Deep 2: The Siren`s Call,Thinking/Logical,Both,3.5,2013,144GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux"
Escape Goat 2,Thinking/Logical,Both,3.1,2014,5686MB,"PC, PlayStation 4, macOS, Linux"
Abyss: The Wraiths of Eden,Thinking/Logical,Female,3.5,2014,1636MB,"PC, Xbox One, PlayStation 4, Android, macOS, Linux"
Unmechanical: Extended,Thinking/Logical,Both,3.0,2012,4193MB,"PC, Xbox One, PlayStation 4, macOS, Linux, PlayStation 3"
"About Love, Hate and the other ones",Thinking/Logical,Both,2.9,2012,49GB,"PC, iOS, macOS, Linux"
Snakebird,Thinking/Logical,Female,3.8,2015,25GB,"PC, iOS, Android, macOS, Linux"
Chip's Challenge,Thinking/Logical,Both,3.4,1989,2428MB,"PC, NES, Commodore / Amiga, Atari ST, Atari Lynx"
PaRappa The Rapper: Remastered,Thinking/Logical,Both,3.8,2017,2091MB,PlayStation 4
Tetrobot and Co.,Thinking/Logical,Female,3.4,2013,546MB,"PC, PlayStation 4, Xbox One, iOS, macOS, Linux, Wii U"
Tengami,Thinking/Logical,Female,3.7,2014,2785MB,"PC, iOS, Android, macOS, Wii U"
A Good Snowman Is Hard To Build,Thinking/Logical,Female,3.4,2015,59GB,"PC, iOS, Android, macOS, Linux"
The Last Door: Season 2 - Collector's Edition,Thinking/Logical,Both,3.5,2016,64GB,"PC, iOS, macOS, Linux"
Critter Crunch,Thinking/Logical,Male,3.3,2009,94GB,"PC, macOS, PlayStation 3"
Small Radios Big Televisions,Thinking/Logical,Both,2.9,2016,117GB,"PC, PlayStation 4, Web"
Nightmares from the Deep 3: Davy Jones,Thinking/Logical,Both,3.5,2014,750MB,"PC, Xbox One, PlayStation 4, Android, macOS, Linux"
Puyo Puyo Tetris,Thinking/Logical,Female,4.1,2014,81GB,"PC, PlayStation 4, Xbox One, Nintendo Switch, Nintendo 3DS, PlayStation 3, PS Vita"
Agent A: A puzzle in disguise,Thinking/Logical,Female,4.0,2015,71GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS"
Encodya,Thinking/Logical,Male,3.1,2021,6303MB,"PC, macOS, Linux"
Escape Plan (2017),Thinking/Logical,Male,2.8,2017,7306MB,PC
KIDS,Thinking/Logical,Male,3.6,2019,48GB,"PC, iOS, Android, macOS, Linux"
Subject 13,Thinking/Logical,Female,3.0,2015,5693MB,"PC, Xbox One, PlayStation 4, macOS"
WayOut,Thinking/Logical,Male,3.2,2016,125GB,"PC, Nintendo Switch, iOS, macOS, Linux"
Letter Quest: Grimm's Journey,Thinking/Logical,Female,3.0,2014,1823MB,"PC, iOS, macOS"
FaeVerse Alchemy,Thinking/Logical,Male,2.0,2014,146GB,"PC, Android, macOS, Linux"
Kill The Bad Guy,Thinking/Logical,Both,2.9,2014,4018MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
My Memory of Us,Thinking/Logical,Female,3.4,2018,4639MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS"
Death Coming,Thinking/Logical,Female,3.5,2018,1643MB,"PC, PlayStation 4, Nintendo Switch, iOS"
Donkey Kong,Thinking/Logical,Male,3.7,1981,51GB,"Nintendo Switch, Nintendo 3DS, Wii U, Wii, Game Boy Advance, Game Boy, NES, Apple II, Commodore / Amiga, Atari 7800, Atari 2600, Atari 8-bit, Atari XEGS"
Roogoo,Thinking/Logical,Male,1.7,2009,15GB,"PC, Xbox 360"
Zenge,Thinking/Logical,Both,3.4,2016,10GB,"PC, Nintendo Switch, iOS, Android, macOS, Linux"
Bejeweled 2,Thinking/Logical,Male,3.4,2004,147GB,"PC, iOS, Android, macOS, Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii"
Gateways,Thinking/Logical,Male,2.9,2012,3663MB,"PC, macOS, Linux"
Dreams,Thinking/Logical,Male,4.1,2020,129GB,PlayStation 4
Angry Birds,Thinking/Logical,Both,3.9,2009,764MB,"PC, iOS, Android, PlayStation 3"
The Case of the Golden Idol,Thinking/Logical,Both,4.3,2022,1145MB,PC
Operation: Tango,Thinking/Logical,Male,3.7,2021,5207MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
